Time,lag,SD
-75,4.63261526301438,1.45060118852517
-60,3.55877538213472,0.431394098542055
-45,4.60613525745167,1.30634216668268
-30,4.82272018733819,1.51325067241274
-15,-0.358974421382559,0.380181885956126
0,1.41453749621182,0.876693435761352
15,3.65811390941481,2.50233135410332
30,3.5129193302365,0.711259379212703
45,2.96619463095924,1.02772608264692
60,4.56492163671662,0.409332372907158
75,7.03653700110449,1.49666390244159
90,6.41772430276762,2.11335593907262
