Time,lag,SD
-40,36.6479004380668,5.19511238593332
-30,36.2649187368802,6.69452798738528
-20,35.7637062586873,2.3986862749188
-10,35.9579095950628,
0,35.9521539448638,2.82865386375007
10,29.7173276387054,0.636589162212246
20,26.0641501586212,1.5078738233537
30,25.4450545749461,1.75093736345302
40,26.7982761862965,3.41826630007801
50,26.0533872862034,4.68548052812735
70,26.3746204489853,
