Time,lag,SD
-60,28.8009051979404,0.058662889172247
-45,26.7941284206991,2.72241304538576
-30,27.4763754796575,1.53732993895411
-15,31.5152214247817,2.89444622312732
0,27.1844064953484,0.746952208031562
15,17.0747397224995,0.102351387714404
30,16.7992803111249,6.38671664956116
45,10.9367116887077,6.32822642192612
60,9.91969570390284,4.10609595380242
75,3.10502969967946,1.07532595748925
90,2.88722064544779,1.13942389767841
105,6.50847870937916,1.97840572852354
